Timo Bosma,Timo Bosma
Timo Varis,Timo Varis
Tobias Sundstrom,Tobias Sundstrom
Toby Jennings,Toby Jennings
Tyler Sigman,Tyler Sigman
ubersuss Zitrone,ubersuss Zitrone
Walter McInnis,Walter McInnis
Warren Schader,Warren Schader
Wesley Rast,Wesley Rast
Zar Ramos,Zar Ramos
FREEMAN TIER,NIVEL CIDADÃO LIVRE
A'ndrea Marcyniuk,A'ndrea Marcyniuk
AG,AG
Akseli Lahtinen,Akseli Lahtinen
Al Romaithi,Al Romaithi
Albert Gutowski,Albert Gutowski
Alex Hawkins,Alex Hawkins
Alexander Jeger,Alexander Jeger
Alexis White,Alexis White
Alf Seegert,Alf Seegert
Angus Faulkner,Angus Faulkner
Anthony C,Anthony C
Argyrios Poungouras,Argyrios Poungouras
Arild Grebstad,Arild Grebstad
Armisael,Armisael
Arthur B,Arthur B
Benjamin Kristensen,Benjamin Kristensen
Bernd Niemietz,Bernd Niemietz
Bernd Stapf,Bernd Stapf
Bernhard Bockelbrink,Bernhard Bockelbrink
Bertine Tonseth,Bertine Tonseth
Bill Steyert,Bill Steyert
bjohnson003,bjohnson003
Brandon Alessi,Brandon Alessi
Browncoat Jayson,Browncoat Jayson
Charles Wolfe,Charles Wolfe
Chris Brand,Chris Brand
Chris Goad,Chris Goad
Chris Rosneau,Chris Rosneau
cimerians,cimerians
conan edw,conan edw
DanEE,DanEE
danwinkler13,danwinkler13
dave.bowman.1950,dave.bowman.1950
David desJardins,David desJardins
deleted,deleted
Dietmar Maderbacher,Dietmar Maderbacher
Dirk Arnholt,Dirk Arnholt
Don Campbell,Don Campbell
Drew Merrithew,Drew Merrithew
edible_pants,edible_pants
Eli Tarnholm,Eli Tarnholm
Erwin Wolf,Erwin Wolf
Evgeniy Tyurkin,Evgeniy Tyurkin
Fabio Regis,Fabio Regis
Fermin Serena Hortas,Fermin Serena Hortas
Florent WAGNER,Florent WAGNER
furroy,furroy
Gabor Csomos,Gabor Csomos
Geoff Jones,Geoff Jones
Gus,Gus
HexCrawler,HexCrawler
hobotroid,hobotroid
htn-ks,htn-ks
Hugh Winwood-Smith,Hugh Winwood-Smith
Hunvagy,Hunvagy
Hyva Kalsium Lich,Hyva Kalsium Lich
Ivan Assen Ivanov,Ivan Assen Ivanov
James Kersey,James Kersey
James Porter,James Porter
Jamie Gallagher,Jamie Gallagher
Jamie Myland,Jamie Myland
Jan Jansen,Jan Jansen
jason.keglovitz,jason.keglovitz
jeff.gerber,jeff.gerber
Jeffrey A,Jeffrey A
Kline,Kline
Jens Boesebeck,Jens Boesebeck
Jens Leibig,Jens Leibig
Jeremy Browning,Jeremy Browning
Jim Reijers,Jim Reijers
Johan Robert Clement,Johan Robert Clement
Johnathan L Bingham,Johnathan L Bingham
Jon Wetterberg,Jon Wetterberg
Jonathan Ly Davis,Jonathan Ly Davis
joopy,joopy
Joseph Rogers,Joseph Rogers
Joshua Volpert,Joshua Volpert
Josselin Loizeau,Josselin Loizeau
Julia Minamata,Julia Minamata
Julien GONIN,Julien GONIN
Katja Boness,Katja Boness
Kelly,Kelly
Ken,Ken
Ken Cavanaugh,Ken Cavanaugh
Kenneth Phillips,Kenneth Phillips
Kieran Fallon,Kieran Fallon
Kjetil Engeset Bjorneset,Kjetil Engeset Bjorneset
Korkybuz,Korkybuz
Kyle Maxwell,Kyle Maxwell
Llew Mason,Llew Mason
Logan Talley,Logan Talley
MadBeard,MadBeard
Marcin Segit,Marcin Segit
Mark Harvey,Mark Harvey
Marshall Bockrath,Marshall Bockrath
Matthew Bongers,Matthew Bongers
Michael Leesch,Michael Leesch
Michael Mak,Michael Mak
Michael Schmidt,Michael Schmidt
Michael Smith,Michael Smith
Michal Krzyzosiak,Michal Krzyzosiak
Mickmils,Mickmils
Mike Litzinger,Mike Litzinger
Mikkel Lunnemann,Mikkel Lunnemann
Minoru Natsutani,Minoru Natsutani
Monkcrab,Monkcrab
Moritz Paulus,Moritz Paulus
Narakir Narakir,Narakir Narakir
Nathan Mangan,Nathan Mangan
Niall Rooney,Niall Rooney
Nicholas Mulherin,Nicholas Mulherin
Nick Wade,Nick Wade
Nigel Barrow,Nigel Barrow
Norihisa Jyounotuka,Norihisa Jyounotuka
O u,O u
Ole Ciliox,Ole Ciliox
Olivier Guinart,Olivier Guinart
PaoloSpaziosi,PaoloSpaziosi
Patrick LaBine,Patrick LaBine
Paul Buchholz,Paul Buchholz
Paul Leone,Paul Leone
Rabih Ghandour,Rabih Ghandour
Reapww,Reapww
Ricardo Olavarria Ginocchio,Ricardo Olavarria Ginocchio
Richard Zajic,Richard Zajic
Ridley,Ridley
Riftstone,Riftstone
Rob Rogan,Rob Rogan
Robert DiNicolas,Robert DiNicolas
Robert Gomez,Robert Gomez
Robert Noble,Robert Noble
Roberto A Rivera,Roberto A Rivera
Rodimus Prime,Rodimus Prime
Rodney Ruble,Rodney Ruble
Roman Kamyk,Roman Kamyk
Ryan Kent,Ryan Kent
Ryan P,Ryan P
S_R,S_R
Sami Tattari,Sami Tattari
Sammaho,Sammaho
Sarunas Salkauskas,Sarunas Salkauskas
Scott,Scott
Sean Branney,Sean Branney
Simon Dickie,Simon Dickie
Simon Hannaford,Simon Hannaford
Soren Lauridsen,Soren Lauridsen
Stefan Mothes,Stefan Mothes
Stephen McManus,Stephen McManus
Steven Whisken,Steven Whisken
StrangeCat,StrangeCat
Strateture,Strateture
Stuart Glass,Stuart Glass
Sven Rahmann,Sven Rahmann
Thomas Emmett,Thomas Emmett
Thomas Hjelm,Thomas Hjelm
Thomas Lockett,Thomas Lockett
Tom Beaumont,Tom Beaumont
Tommy P,Tommy P
Tony Manfredonia,Tony Manfredonia
Treefrog78,Treefrog78
Tristen Grant,Tristen Grant
undeniable_sausage,undeniable_sausage
Vadim Kejlin,Vadim Kejlin
Vedran Vrbanc,Vedran Vrbanc
Venron Hirokawa,Venron Hirokawa
Vorvek,Vorvek
Wade Freeman,Wade Freeman
waterelementals,waterelementals
Wayne Marsh,Wayne Marsh
Xi The 11th Weapon,Xi The 11th Weapon
Yesheel Naicker,Yesheel Naicker
RAW FURY,RAW FURY
Jonas Antonsson,Jonas Antonsson
Gordon Van Dyke,Gordon Van Dyke
David Martinez,David Martinez
Roland Smedberg,Roland Smedberg
Mia Sun,Mia Sun
Kjartan Freyr Jonsson,Kjartan Freyr Jonsson
Naseer Alkhouri,Naseer Alkhouri
Gerinda Meijerink,Gerinda Meijerink
Rasmus Liljenberg,Rasmus Liljenberg
Johan Toresson,Johan Toresson
Solveig Samuelsdottir,Solveig Samuelsdottir
Jeanette Bauer,Jeanette Bauer
Timothy Busby,Timothy Busby
Cristian Caileanu,Cristian Caileanu
Vladimir Kovac,Vladimir Kovac
Tomislav Gojevic,Tomislav Gojevic
Domagoj salkovic,Domagoj salkovic
Angelica Norgren,Angelica Norgren
Erika Karlberg,Erika Karlberg
Susie McBeth,Susie McBeth
Nicole De Bernardi,Nicole De Bernardi
Dimitrije Đokic,Dimitrije Đokic
Sven Farszky,Sven Farszky
Matejka Ivancic,Matejka Ivancic
Ivan Kresimir Imbrija,Ivan Kresimir Imbrija
Carly Shields,Carly Shields
Juliette Auverny-Bennetot,Juliette Auverny-Bennetot
Iris Stefansdottir,Iris Stefansdottir
Tonci Jukic,Tonci Jukic
Jacob Kroon,Jacob Kroon
Mai Dinh,Mai Dinh
Micki Woods <3,Micki Woods <3
QLOC S.A,QLOC S.A
General Manager,Diretor Geral
Adam Piesiak,Adam Piesiak
Head of Business Development,Chefe de Desenvolvimento de Negocios
Elena Roor,Elena Roor
Senior Business Development Manager,Gerente Senior de Desenvolvimento de Negocios
Adrian Czerwinski,Adrian Czerwinski
Director of Quality Assurance,Diretor de Garantia de Qualidade
Sergiusz Slosarczyk,Sergiusz Slosarczyk
QA Operations Manager,Gerente de Operacoes de QA
Pawel Strzelczyk,Pawel Strzelczyk
Lead QA Project Manager,Gerente de Projeto Lider de QA
Jakub Dudkowski,Jakub Dudkowski
QA Lab Managers,Gerentes de Laboratorio de QA
Piotr Badurek,Piotr Badurek
Emil Lubowicki,Emil Lubowicki
Gabriela Malinowska,Gabriela Malinowska
Tomasz Prusicki,Tomasz Prusicki
Learning & Development Manager,Gerente de Aprendizado e Desenvolvimento
Michal Raczynski,Michal Raczynski
Learning & Development Coordinator,Coordenador de Aprendizado e Desenvolvimento
Aleksandra Grigorian-Kopka,Aleksandra Grigorian-Kopka
Learning & Development Specialists,Especialistas de Aprendizado e Desenvolvimento
Damian Jasinski,Damian Jasinski
Michal Kozakowski,Michal Kozakowski
QA Team Leader,Lider da Equipe de QA
Marcin Oprzadek,Marcin Oprzadek
QA Testers,Testadores de QA
Patryk Osowiecki,Patryk Osowiecki
Dawid Salamadry,Dawid Salamadry
Bosong Zhou,Bosong Zhou
IT Director,Diretor de TI
Artur Szczurzynski,Artur Szczurzynski
vitality,vitalidade
HP,PV
Alerted,Alertado
Rabid Rat begun,Rato Raivoso iniciado
Immune,Imune
Saved,Salvo
Gained,Ganhados
XP!,XP!
Who’s there?,Quem esta ai?
It’s Roland,E o Roland
What’s all that noise?,O que e todo esse barulho?
There is trouble and you’re needed on deck,Tem problemas e precisam de voce no conves
Core 1.0.7d,Core 1.0.7d
Who’s there?,Quem esta ai?
