Ice Hound,Sabueso de hielo
Ice Strider,Caminante de hielo
Shadow Stalker,Acechador de sombras
Giant Leech,Sanguijuela gigante
Albino Leech,Sanguijuela albina
Bloodletter,Sangrador
Fell Lizard,Lagarto caido
Alpha Lizard,Lagarto Alfa
Giant Lizard,Lagarto gigante
Ice Salamander,Salamandra de hielo
Mold Child,Nino con moho
Ooze,Rezumar
Flesh Ooze,Supuracion de carne
Medusa Jelly,Medusa Jelly
Risen Ooze,Cieno Alzado
Magma Ooze,Magma Ooze
Magmite,Magmita
Large Ooze,Gran limo
Giant Rat,Rata gigante
Dire Rat,Rata terrible
Chitters-In-Darkness,Chitters-In-Darkness
Rabid Rat,Rata rabiosa
Shade,Sombra
Dire Serpent,Serpiente terrible
Fell Serpent,Serpiente caida
Giant Snake,Serpiente gigante
Fleshstrider,Caminante de carne
Flying Polyp,Polipo volador
Dragon's Herald,Heraldo del Dragon
Evolved,Evolucionado
Newborne,Recien nacido
Vessel,Buque
Stalker,Acosador
Giant Spider,Arana gigante
Large Spider,Arana grande
Shambler,Desalinado
Frost Shambler,Caminante de escarcha
#Unique Humanoids,#Humanoides Unicos
Big Lorn,Gran Lorn
Arra the Trader,Arra el comerciante
Doran the Pilot,Doran el piloto
Chef Armand,Chef Armand
Kydeon,Kydeon
The scarred and graying veteran smiles varmly towards you,El veterano canoso y lleno de cicatrices voce sonrie malhumorado
Calipero,Calipero
Lyra,Lira
Malachai,Malachai
Driina,Driina
The imposing cleric turns to face you,El imponente clerigo se gira para mirarte
"There's a steely resolve in her eyes, but she gives you a warm, if sad smile by way of greeting","Hay una ferrea determinacion en sus ojos, pero voce dedica una calida, aunque triste, sonrisa a modo de saludo"
Embla,Embla
Bernard,Bernardo
Barmaid,Camarera
Baroness of Firgol,Baronesa de Firgol
Pert the Beekeeper,Pert el apicultor
Ari,Ari
Cass,Cass
Temmy,Temmy
Jeb,Jeb
Vendor,Proveedor
Klara,Clara
Majordomo,Mayordomo
Drummer,Bateria
Piper,Flautista
Lutist,Laudista
Camilla,Camila
Hierophant Drahl,Hierofante Drahl
Albert,Alberto
Blacksmith,Herrero
Quartermaster,Oficial de intendencia
Clothier,Ropero
Julia,Julia
Ylia,Ylia
Martha,Marta
Frantzo,Frantzo
Captain Vivian,Capitan Vivian
Bobbert the Recruit,Bobbert el recluta
Rat Queen,Reina Rata
Esteban,Esteban
Armand,Armando
Art Peddler,Vendedor ambulante de arte
Merchant,Comerciante
Bor the Sewerjack,Bor el Sewerjack
Cora,Cora
Natia,Natia
Philip,Felipe
Iago,Yago
Dono,Dono
Anto,Anto
Zhara,Zhara
Iben,Iben
Chamberlain,Chambelan
Markus,Marcos
Chamberlain to the governor of Idra,Chambelan del gobernador de Idra
Jakub,Jakub
Ella,Ella
{addVocalBarkLocal|I've too much on my mind right now...},{addVocalBarkLocalTengo demasiadas cosas en la cabeza ahora mismo...}
Giorgy,Giorgy
"A ragged man, caked in dirt","Un hombre harapiento, cubierto de tierra"
Marita,Marita
Lighthouse Keeper,Guardian del faro
Lon,Lon
The camp's cook,El cocinero del campamento
Hannah,Hannah
"On your way through the refugee camp you notice a woman and a pale-looking child huddled together beneath an old, worn blanket","En tu camino por el campo de refugiados, ves a una mujer y a un nino de aspecto palido acurrucados bajo una manta vieja y gastada"
Shepherd,Pastor
Wreck Picker,Recolector de restos de naufragio
Kat,Gato
Maija,Maija
Andros,Andros
Marsa,Marsa
A young girl,Una jovencita
She's ragged and far to lean but she is smiling from ear to ear as she clutches her stuffed animal,Esta desalinada y demasiado delgada  pero sonrie de oreja a oreja mientras agarra su animal de peluche
She's ragged and far to lean and looks like she's been crying recently,"Ela esta andrajosa, magra demais e parece ter chorado recentemente"
Mother Katak,Mae Katak
"An old, silver-haired crone",Uma velha de cabelos prateados
Thomas,Thomas
Oleg the Gray,Oleg o Cinzento
Red Kala,Kala Vermelho
The Butcher,O Acougueiro
Roland,Roland
Snow,Snow
"The man called ""Snow"" by his crew, was once the first mate of the Zephyr",O homem chamado de Snow por sua tripulacao ja foi o primeiro oficial do Zefiro
Aaron,Aaron
Leva,Leva
One of the wretched surviors from the Zephyr,Um dos infelizes sobreviventes do Zefiro
"The woman looks torn, tattered and exhausted","A mulher parece abalada, andrajosa e exausta"
"As you approach, she offers a tired, but grateful smile","Ao se aproximar, ela oferece um sorriso cansado, mas agradecido"
Grigor,Grigor
"The man looks torn, tattered and exhausted","O homem parece abalado, andrajosa e exausto"
As you approach the sailor shrinks back in terror whilst avoiding your gaze,"Ao se aproximar, o marinero recua aterrorizado enquanto evita o seu olhar"
"As you approach the sailor offers a tired, but grateful smile","Ao se aproximar, o marinheiro oferece um sorriso cansado, mas agradecido"
Jan,Jan
Andry,Andry
Carylla,Carylla
Tycho,Tycho
The Ancient King,O Rei Antigo
Joran the Usurper,"Joran, o Usurpador"
